date,sentiment_score
2013-10-18,0.06731595744680852
2013-10-19,0.01194313725490196
2013-10-20,0.40721724137931037
2013-10-21,0.3391522727272727
2013-10-22,0.37144375
2013-10-23,0.23823783783783783
2013-10-24,0.45935000000000004
2013-10-25,0.25725
2013-10-26,0.02364583333333334
2013-10-27,0.39137972972972973
2013-10-28,0.17478
2013-10-29,-0.09220769230769231
2013-10-30,0.07396000000000001
2013-10-31,0.2319219512195122
2013-11-01,0.49622
2013-11-02,-0.3527
2013-11-03,0.65077
2013-11-04,0.3802243902439024
2013-11-05,0.2418236842105263
2013-11-06,0.272845
2013-11-07,0.16943428571428573
2013-11-08,0.2909
2013-11-09,0.40547500000000003
2013-11-10,0.4197923076923077
2013-11-11,0.4725142857142857
2013-11-12,0.37179
2013-11-13,-0.1001842105263158
2013-11-14,0.2038258064516129
2013-11-15,0.386
2013-11-16,0.42754375
2013-11-17,-0.1689166666666667
2013-11-18,-0.021152173913043474
